Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AdvancedColumnBar,Chrome 70.0.3538.102,,2018-11-22 09:39:46,2018-11-22 09:42:31,2m - 44.746s,PASSED
,,,,,,
Test Cases/Login_Power PI,Chrome 70.0.3538.102,Login to Power PI with respective username and Password,2018-11-22 09:39:48,2018-11-22 09:40:16,28.490s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-22 09:39:49,2018-11-22 09:39:55,6.637s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-22 09:39:55,2018-11-22 09:39:57,1.473s,PASSED
deleteAllCookies,Chrome 70.0.3538.102,,2018-11-22 09:39:57,2018-11-22 09:39:57,0.035s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-22 09:39:57,2018-11-22 09:40:01,4.038s,PASSED
waitForPageLoad,Chrome 70.0.3538.102,,2018-11-22 09:40:01,2018-11-22 09:40:01,0.185s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-22 09:40:01,2018-11-22 09:40:02,0.720s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:02,2018-11-22 09:40:06,3.909s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 09:40:06,2018-11-22 09:40:06,0.548s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:06,2018-11-22 09:40:06,0.219s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:06,2018-11-22 09:40:08,2.049s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-22 09:40:08,2018-11-22 09:40:09,0.370s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:09,2018-11-22 09:40:10,1.391s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:10,2018-11-22 09:40:16,6.151s,PASSED
,,,,,,
Test Cases/Edit Mode_Power PI,Chrome 70.0.3538.102,,2018-11-22 09:40:16,2018-11-22 09:40:28,11.911s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-22 09:40:17,2018-11-22 09:40:21,4.489s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:21,2018-11-22 09:40:22,0.341s,PASSED
waitForPageLoad,Chrome 70.0.3538.102,,2018-11-22 09:40:22,2018-11-22 09:40:22,0.489s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:22,2018-11-22 09:40:24,2.003s,PASSED
mouseOver,Chrome 70.0.3538.102,,2018-11-22 09:40:24,2018-11-22 09:40:24,0.237s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:24,2018-11-22 09:40:25,0.710s,PASSED
waitForElementPresent,Chrome 70.0.3538.102,,2018-11-22 09:40:25,2018-11-22 09:40:25,0.246s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:25,2018-11-22 09:40:26,0.418s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:26,2018-11-22 09:40:27,1.230s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:27,2018-11-22 09:40:28,1.214s,PASSED
,,,,,,
Test Cases/Sections/Title,Chrome 70.0.3538.102,,2018-11-22 09:40:28,2018-11-22 09:40:39,11.167s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:29,2018-11-22 09:40:29,0.658s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:40:29,2018-11-22 09:40:31,1.881s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:40:31,2018-11-22 09:40:33,2.208s,PASSED
waitForPageLoad,Chrome 70.0.3538.102,,2018-11-22 09:40:33,2018-11-22 09:40:34,0.674s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 09:40:34,2018-11-22 09:40:35,1.029s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:35,2018-11-22 09:40:37,2.002s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:40:37,2018-11-22 09:40:38,0.772s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:38,2018-11-22 09:40:39,0.814s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:40:39,2018-11-22 09:40:39,0.771s,PASSED
,,,,,,
Test Cases/Sections/X Axis,Chrome 70.0.3538.102,,2018-11-22 09:40:39,2018-11-22 09:40:52,12.443s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:40:40,2018-11-22 09:40:41,0.754s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:41,2018-11-22 09:40:43,2.002s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:40:43,2018-11-22 09:40:43,0.403s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:43,2018-11-22 09:40:45,2.003s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:40:45,2018-11-22 09:40:46,0.687s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:40:46,2018-11-22 09:40:47,1.253s,PASSED
com.powerbi.components.ChartSelect.enableToggle,Chrome 70.0.3538.102,,2018-11-22 09:40:47,2018-11-22 09:40:48,1.076s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:40:48,2018-11-22 09:40:49,1.190s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:49,2018-11-22 09:40:51,2.002s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:40:51,2018-11-22 09:40:51,0.190s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:40:51,2018-11-22 09:40:52,0.507s,PASSED
,,,,,,
Test Cases/Sections/Legend,Chrome 70.0.3538.102,,2018-11-22 09:40:52,2018-11-22 09:41:02,10.057s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:40:52,2018-11-22 09:40:53,0.325s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:40:53,2018-11-22 09:40:55,2.002s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:40:55,2018-11-22 09:40:55,0.833s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:40:55,2018-11-22 09:40:56,0.979s,PASSED
com.powerbi.components.ChartSelect.enableToggle,Chrome 70.0.3538.102,,2018-11-22 09:40:56,2018-11-22 09:40:57,0.379s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:40:57,2018-11-22 09:40:58,1.381s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:40:58,2018-11-22 09:40:59,1.090s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:40:59,2018-11-22 09:41:00,1.028s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:00,2018-11-22 09:41:01,0.889s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:01,2018-11-22 09:41:02,0.788s,PASSED
,,,,,,
Test Cases/Sections/Data Label,Chrome 70.0.3538.102,,2018-11-22 09:41:02,2018-11-22 09:41:11,9.349s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:02,2018-11-22 09:41:03,0.311s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:03,2018-11-22 09:41:05,2.003s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:41:05,2018-11-22 09:41:05,0.589s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:05,2018-11-22 09:41:06,0.829s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:06,2018-11-22 09:41:06,0.514s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:06,2018-11-22 09:41:08,1.070s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:08,2018-11-22 09:41:08,0.831s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:08,2018-11-22 09:41:10,1.158s,PASSED
com.powerbi.components.ChartSelect.enableToggle,Chrome 70.0.3538.102,,2018-11-22 09:41:10,2018-11-22 09:41:10,0.493s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:10,2018-11-22 09:41:11,0.539s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:11,2018-11-22 09:41:11,0.670s,PASSED
,,,,,,
Test Cases/Sections/Tooltip,Chrome 70.0.3538.102,,2018-11-22 09:41:11,2018-11-22 09:41:22,10.239s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:12,2018-11-22 09:41:12,0.520s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:12,2018-11-22 09:41:14,2.003s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:41:14,2018-11-22 09:41:15,0.407s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:15,2018-11-22 09:41:16,0.891s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:16,2018-11-22 09:41:17,1.012s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:41:17,2018-11-22 09:41:18,1.001s,PASSED
com.powerbi.components.ChartSelect.enableToggle,Chrome 70.0.3538.102,,2018-11-22 09:41:18,2018-11-22 09:41:19,1.298s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:19,2018-11-22 09:41:20,0.907s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:20,2018-11-22 09:41:20,0.607s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:20,2018-11-22 09:41:22,1.042s,PASSED
,,,,,,
Test Cases/Sections/Appearance,Chrome 70.0.3538.102,,2018-11-22 09:41:22,2018-11-22 09:41:29,7.497s,PASSED
com.powerbi.components.ChartSelect.showSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:22,2018-11-22 09:41:23,0.744s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:23,2018-11-22 09:41:25,2.002s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:25,2018-11-22 09:41:25,0.284s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:25,2018-11-22 09:41:26,0.760s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:26,2018-11-22 09:41:27,1.388s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:27,2018-11-22 09:41:29,1.526s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:29,2018-11-22 09:41:29,0.401s,PASSED
,,,,,,
Test Cases/Sections/Data Label Number Formatting,Chrome 70.0.3538.102,,2018-11-22 09:41:29,2018-11-22 09:41:36,6.882s,PASSED
com.powerbi.components.ChartSelect.showSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:29,2018-11-22 09:41:30,0.444s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:30,2018-11-22 09:41:32,2.002s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:32,2018-11-22 09:41:32,0.395s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:32,2018-11-22 09:41:33,0.408s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:33,2018-11-22 09:41:33,0.740s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:33,2018-11-22 09:41:34,0.475s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:34,2018-11-22 09:41:35,0.671s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:35,2018-11-22 09:41:35,0.269s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:35,2018-11-22 09:41:35,0.224s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:35,2018-11-22 09:41:36,0.890s,PASSED
,,,,,,
Test Cases/Sections/Tooltip Number Formatting,Chrome 70.0.3538.102,,2018-11-22 09:41:36,2018-11-22 09:41:43,7.506s,PASSED
com.powerbi.components.ChartSelect.showSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:36,2018-11-22 09:41:37,0.354s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:37,2018-11-22 09:41:39,2.002s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:39,2018-11-22 09:41:39,0.311s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:39,2018-11-22 09:41:39,0.287s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:39,2018-11-22 09:41:40,0.342s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:40,2018-11-22 09:41:40,0.346s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:40,2018-11-22 09:41:41,0.864s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:41,2018-11-22 09:41:42,0.817s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:42,2018-11-22 09:41:42,0.361s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:42,2018-11-22 09:41:43,1.432s,PASSED
,,,,,,
Test Cases/Sections/Deviation,Chrome 70.0.3538.102,,2018-11-22 09:41:43,2018-11-22 09:41:47,3.909s,PASSED
com.powerbi.components.ChartSelect.showSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:44,2018-11-22 09:41:44,0.352s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:44,2018-11-22 09:41:46,2.002s,PASSED
com.powerbi.components.ChartSelect.enableToggle,Chrome 70.0.3538.102,,2018-11-22 09:41:46,2018-11-22 09:41:46,0.235s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:46,2018-11-22 09:41:47,0.427s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:47,2018-11-22 09:41:47,0.468s,PASSED
,,,,,,
Test Cases/Sections/Title_Toggle,Chrome 70.0.3538.102,,2018-11-22 09:41:47,2018-11-22 09:41:57,9.771s,PASSED
com.powerbi.components.ChartSelect.EnableTitleToggle,Chrome 70.0.3538.102,,2018-11-22 09:41:48,2018-11-22 09:41:48,0.326s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:48,2018-11-22 09:41:50,2.001s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:50,2018-11-22 09:41:51,0.636s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:41:51,2018-11-22 09:41:52,1.375s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:41:52,2018-11-22 09:41:53,0.823s,PASSED
com.powerbi.components.ChartSelect.setAlignment,Chrome 70.0.3538.102,,2018-11-22 09:41:53,2018-11-22 09:41:53,0.700s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:41:53,2018-11-22 09:41:54,0.845s,PASSED
com.powerbi.components.ChartSelect.selectValue,Chrome 70.0.3538.102,,2018-11-22 09:41:54,2018-11-22 09:41:56,1.342s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:41:56,2018-11-22 09:41:57,0.896s,PASSED
com.powerbi.components.ChartSelect.hideTitleToggle,Chrome 70.0.3538.102,,2018-11-22 09:41:57,2018-11-22 09:41:57,0.534s,PASSED
,,,,,,
Test Cases/Sections/Background,Chrome 70.0.3538.102,,2018-11-22 09:41:57,2018-11-22 09:42:03,6.179s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:41:57,2018-11-22 09:41:58,0.328s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:41:58,2018-11-22 09:42:00,2.002s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:42:00,2018-11-22 09:42:00,0.529s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 09:42:00,2018-11-22 09:42:02,1.321s,PASSED
com.powerbi.components.ChartSelect.changeSlider,Chrome 70.0.3538.102,,2018-11-22 09:42:02,2018-11-22 09:42:02,0.545s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:42:02,2018-11-22 09:42:02,0.413s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:02,2018-11-22 09:42:03,0.794s,PASSED
,,,,,,
Test Cases/Sections/Lock aspect,Chrome 70.0.3538.102,,2018-11-22 09:42:03,2018-11-22 09:42:07,4.177s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:04,2018-11-22 09:42:05,1.123s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:42:05,2018-11-22 09:42:07,2.002s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:42:07,2018-11-22 09:42:07,0.225s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:07,2018-11-22 09:42:07,0.493s,PASSED
,,,,,,
Test Cases/Sections/General,Chrome 70.0.3538.102,,2018-11-22 09:42:07,2018-11-22 09:42:17,9.447s,PASSED
com.powerbi.components.ChartSelect.showSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:08,2018-11-22 09:42:08,0.243s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:42:08,2018-11-22 09:42:10,2.001s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:42:10,2018-11-22 09:42:11,0.573s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:42:11,2018-11-22 09:42:11,0.444s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:42:11,2018-11-22 09:42:12,1.138s,PASSED
com.powerbi.components.ChartSelect.setValue,Chrome 70.0.3538.102,,2018-11-22 09:42:12,2018-11-22 09:42:13,1.031s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 09:42:13,2018-11-22 09:42:14,1.096s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:42:14,2018-11-22 09:42:16,2.001s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:16,2018-11-22 09:42:17,0.672s,PASSED
,,,,,,
Test Cases/Sections/Border,Chrome 70.0.3538.102,,2018-11-22 09:42:17,2018-11-22 09:42:21,4.290s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:17,2018-11-22 09:42:19,1.287s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:42:19,2018-11-22 09:42:19,0.586s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:42:19,2018-11-22 09:42:20,0.901s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:20,2018-11-22 09:42:21,1.110s,PASSED
,,,,,,
Test Cases/Sections/Visual header,Chrome 70.0.3538.102,,2018-11-22 09:42:21,2018-11-22 09:42:30,8.995s,PASSED
com.powerbi.components.ChartSelect.EnableSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:22,2018-11-22 09:42:22,0.549s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 09:42:22,2018-11-22 09:42:24,2.002s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:42:24,2018-11-22 09:42:25,0.548s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:42:25,2018-11-22 09:42:26,1.299s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 09:42:26,2018-11-22 09:42:27,1.331s,PASSED
com.powerbi.components.ChartSelect.changeSlider,Chrome 70.0.3538.102,,2018-11-22 09:42:27,2018-11-22 09:42:28,0.496s,PASSED
com.powerbi.components.ChartSelect.setColor,Chrome 70.0.3538.102,,2018-11-22 09:42:28,2018-11-22 09:42:29,1.003s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 09:42:29,2018-11-22 09:42:30,0.691s,PASSED
com.powerbi.components.ChartSelect.hideSetting,Chrome 70.0.3538.102,,2018-11-22 09:42:30,2018-11-22 09:42:30,0.707s,PASSED
